ID,Country,Year,State/Region,City,Type of E-Waste,Brand Name,Model Name,Device Age (Years),Condition,Material Type,Weight (kg),Hazardous Components,Collection Method,Recycling Facility,Recycling Status,Recycling Method,Reused or Refurbished?,Environmental Impact Score,CO2 Emission (kg)
EW_00751,Australia,2021,New South Wales,Perth,Tablet,Acer,Acer 8451,9,Working,Metal,0.49,Mercury,Retail take-back,EcoTech Recycling,Recycled,Pyrometallurgical,Yes,Low,1.47
EW_00752,Japan,2021,Hokkaido,Tokyo,Smart Plug,Oppo,Oppo 3318,4,Working,Plastic,0.17,Mercury,Retail take-back,GreenTech Recycle,Disposed,Mechanical,Yes,Low,0.34
EW_00753,Germany,2020,North Rhine-Westphalia,Munich,Smart Oven,Xiaomi,Xiaomi 9036,4,Damaged,Plastic,20.54,Brominated Flame Retardants,Municipal collection,Sustainable Materials Recovery,Recycled,Hydrometallurgical,Yes,High,61.62
EW_00754,Australia,2022,Queensland,Perth,Smart Scale,Lenovo,Lenovo 2099,10,Obsolete,Metal,0.21,Lead,Pick-up service,Sustainable Materials Recovery,Pending,Hydrometallurgical,Yes,Low,0.46
EW_00755,France,2021,Occitanie,Lyon,Digital Clock,Acer,Acer 8466,1,Damaged,Mixed,0.18,Lead,Retail take-back,EcoTech Recycling,Pending,Hydrometallurgical,Yes,Medium,0.54
EW_00756,UK,2024,Liverpool,Manchester,Smart Sprinkler Controller,Nokia,Nokia 9167,10,Non-working,Plastic,0.44,Lead,Retail take-back,Green Earth Recycling,Disposed,Mechanical,Yes,Low,1.06
EW_00757,France,2024,Occitanie,Paris,Mouse,Amazon,Amazon 8653,2,Damaged,Glass,0.16,Lead,Drop-off center,GreenTech Recycle,In Progress,Mechanical,No,Medium,0.48
EW_00758,Brazil,2022,Rio de Janeiro,SÃ£o Paulo,Keyboard,Gateway,Gateway 5819,5,Obsolete,Glass,0.82,Mercury,Drop-off center,Global Recycling Solutions,In Progress,Pyrometallurgical,Yes,Low,1.8
EW_00759,USA,2020,Illinois,Los Angeles,MP3 Player,OnePlus,OnePlus 7374,9,Working,Plastic,0.12,None,Pick-up service,Sustainable Waste Management,Disposed,Thermal,Yes,Low,0.24
EW_00760,UK,2023,Manchester,Birmingham,Desktop Computer,Huawei,Huawei 9452,3,Damaged,Rubber,6.78,Cadmium,Pick-up service,Sustainable Materials Recovery,Recycled,Pyrometallurgical,Yes,High,40.68
EW_00761,Australia,2023,Queensland,Brisbane,Headphones,Vivo,Vivo 1409,9,Non-working,Rubber,0.28,Lead,Drop-off center,Sustainable Materials Recovery,Recycled,Hydrometallurgical,Yes,Low,0.67
EW_00762,UK,2024,Manchester,Birmingham,Smart Dishwasher,Dell,Dell 2667,1,Repairable,Ceramic,31.98,Lead,Municipal collection,EcoRecyclers Inc.,Recycled,Thermal,Yes,Low,63.96
EW_00763,Germany,2024,Bavaria,Hamburg,Smart Water Leak Detector,Oppo,Oppo 3753,6,Obsolete,Ceramic,0.11,Lead,Drop-off center,EcoRecyclers Inc.,In Progress,Thermal,No,Low,0.24
EW_00764,Canada,2023,British Columbia,Toronto,Fax Machine,Amazon,Amazon 6806,7,Non-working,Mixed,5.5,Cadmium,Retail take-back,EcoRecyclers Inc.,Pending,Chemical,No,Medium,13.2
EW_00765,Canada,2022,Quebec,Calgary,Monitor,MSI,MSI 3946,10,Damaged,Mixed,4.06,Mercury,Municipal collection,Green Future Recycling,In Progress,Mechanical,No,Medium,12.18
EW_00766,China,2020,Beijing,Chengdu,Power Bank,MSI,MSI 5782,10,Obsolete,Mixed,0.42,Lead,Retail take-back,Sustainable Electronics,In Progress,Thermal,Yes,Low,0.92
EW_00767,USA,2023,California,Chicago,Smart Window Blinds,Lenovo,Lenovo 9648,1,Working,Rubber,1.35,None,Drop-off center,Green Future Recycling,Disposed,Thermal,No,Low,2.7
EW_00768,UK,2022,Liverpool,London,Smart Doorbell,MSI,MSI 6127,9,Repairable,Plastic,0.47,None,Pick-up service,GreenTech Recycle,Recycled,Pyrometallurgical,No,Low,0.94
EW_00769,China,2024,Sichuan,Beijing,Game Console,Lenovo,Lenovo 4392,4,Obsolete,Mixed,1.45,Lead,Retail take-back,EcoRecyclers Inc.,Recycled,Hydrometallurgical,Yes,Low,3.19
EW_00770,Australia,2024,South Australia,Adelaide,Speakers,Huawei,Huawei 1763,3,Working,Ceramic,1.55,None,Municipal collection,EcoRecyclers Inc.,Recycled,Hydrometallurgical,No,Low,3.1
EW_00771,Australia,2021,Victoria,Sydney,Smart Water Leak Detector,Nokia,Nokia 4837,2,Repairable,Ceramic,0.13,Brominated Flame Retardants,Retail take-back,Green Future Recycling,In Progress,Chemical,No,Low,0.26
EW_00772,Canada,2020,Quebec,Vancouver,GPS Device,Toshiba,Toshiba 1373,2,Damaged,Glass,0.29,Mercury,Retail take-back,Green Earth Recycling,Disposed,Hydrometallurgical,No,Medium,0.87
EW_00773,Brazil,2024,Rio de Janeiro,SÃ£o Paulo,Charger,Razer,Razer 2041,7,Repairable,Mixed,0.27,Mercury,Pick-up service,EcoTech Recycling,Recycled,Pyrometallurgical,No,Low,0.54
EW_00774,Japan,2022,Tokyo,Yokohama,Smart Scale,Toshiba,Toshiba 6266,3,Repairable,Metal,0.25,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,Recycled,Mechanical,No,Low,0.5
EW_00775,Brazil,2023,ParanÃ¡,Rio de Janeiro,External Hard Drive,Razer,Razer 9273,4,Working,Rubber,0.7,None,Pick-up service,GreenTech Recycle,In Progress,Hydrometallurgical,No,Low,1.4
EW_00776,Japan,2024,Aichi,Sapporo,Television,Huawei,Huawei 4666,6,Non-working,Metal,23.11,Cadmium,Retail take-back,Green Earth Recycling,Disposed,Thermal,Yes,High,110.93
EW_00777,Australia,2021,Victoria,Adelaide,Smart Door Sensor,Samsung,Samsung 1940,7,Non-working,Mixed,0.14,Brominated Flame Retardants,Municipal collection,EcoRecyclers Inc.,Recycled,Chemical,No,Low,0.34
EW_00778,USA,2020,California,New York,Smart Oven,OnePlus,OnePlus 6459,10,Damaged,Glass,31.18,Brominated Flame Retardants,Retail take-back,Global Recycling Solutions,Pending,Thermal,No,High,93.54
EW_00779,Brazil,2024,SÃ£o Paulo,Curitiba,Headphones,Asus,Asus 9487,3,Repairable,Plastic,0.26,Brominated Flame Retardants,Municipal collection,Sustainable Electronics,Recycled,Mechanical,Yes,Low,0.52
EW_00780,Germany,2024,Hamburg,Hamburg,Power Bank,Nokia,Nokia 3279,6,Damaged,Ceramic,0.44,None,Municipal collection,Global Recycling Solutions,In Progress,Chemical,Yes,Medium,1.32
EW_00781,UK,2022,London,London,Tablet,Razer,Razer 1230,1,Obsolete,Glass,0.53,Lead,Municipal collection,Sustainable Electronics,Recycled,Pyrometallurgical,No,Low,1.75
EW_00782,Japan,2020,Osaka,Tokyo,Smart Coffee Maker,MSI,MSI 6525,9,Non-working,Mixed,1.48,Lead,Drop-off center,Sustainable Waste Management,Recycled,Chemical,Yes,Low,3.55
EW_00783,Japan,2022,Hokkaido,Yokohama,Tablet,Acer,Acer 4412,10,Non-working,Ceramic,0.7,Lead,Municipal collection,Green Earth Recycling,Disposed,Chemical,Yes,Medium,2.52
EW_00784,USA,2022,Illinois,Chicago,Radio,Razer,Razer 5080,5,Non-working,Glass,1,Cadmium,Pick-up service,Sustainable Materials Recovery,Pending,Pyrometallurgical,Yes,Low,2.4
EW_00785,China,2024,Beijing,Beijing,Scanner,Asus,Asus 1232,7,Repairable,Mixed,3.97,Mercury,Pick-up service,Green Earth Recycling,In Progress,Mechanical,No,Low,7.94
EW_00786,USA,2022,Illinois,Phoenix,Smart Mirror,HP,HP 1812,5,Working,Ceramic,2.7,Cadmium,Municipal collection,Green Future Recycling,Disposed,Pyrometallurgical,Yes,Low,5.4
EW_00787,France,2023,Auvergne-RhÃ´ne-Alpes,Lyon,Smart Plug,Sony,Sony 9854,8,Damaged,Rubber,0.13,Mercury,Pick-up service,Eco-Friendly Disposal,Recycled,Mechanical,No,Medium,0.39
EW_00788,France,2023,Occitanie,Paris,MP3 Player,Razer,Razer 3359,2,Damaged,Glass,0.14,Lead,Pick-up service,Sustainable Materials Recovery,In Progress,Chemical,Yes,Medium,0.42
EW_00789,China,2022,Beijing,Shanghai,Smart Refrigerator,Samsung,Samsung 2474,2,Non-working,Glass,90.08,Cadmium,Pick-up service,Sustainable Waste Management,Disposed,Mechanical,No,High,432.38
EW_00790,France,2024,Provence-Alpes-CÃ´te d'Azur,Marseille,Drone,Google,Google 6148,3,Obsolete,Mixed,1.44,Mercury,Drop-off center,GreenTech Recycle,Disposed,Hydrometallurgical,Yes,Low,3.17
EW_00791,UK,2023,Manchester,Manchester,External Hard Drive,BlackBerry,BlackBerry 6561,2,Repairable,Glass,0.69,Lead,Municipal collection,Green Future Recycling,In Progress,Thermal,Yes,Low,1.38
EW_00792,Brazil,2022,SÃ£o Paulo,Curitiba,Calculator,HP,HP 1746,3,Non-working,Plastic,0.22,Cadmium,Retail take-back,Sustainable Electronics,In Progress,Mechanical,Yes,Low,0.53
EW_00793,UK,2021,Glasgow,London,Game Console,Asus,Asus 2776,1,Non-working,Ceramic,1.52,Mercury,Drop-off center,Eco-Friendly Disposal,Disposed,Chemical,No,Low,3.65
EW_00794,Japan,2021,Fukuoka,Sapporo,Mouse,Amazon,Amazon 4720,10,Obsolete,Metal,0.15,Cadmium,Municipal collection,Green Earth Recycling,Disposed,Chemical,No,Low,0.33
EW_00795,China,2023,Beijing,Beijing,Smart Light Bulb,Asus,Asus 4269,10,Damaged,Plastic,0.22,Brominated Flame Retardants,Drop-off center,Global Recycling Solutions,Disposed,Thermal,Yes,Medium,0.66
EW_00796,Brazil,2024,Bahia,SÃ£o Paulo,Smart Refrigerator,LG,LG 3943,10,Repairable,Rubber,80.2,Mercury,Drop-off center,Green Earth Recycling,Pending,Thermal,Yes,Medium,320.8
EW_00797,UK,2022,Birmingham,Manchester,Projector,Asus,Asus 1113,5,Non-working,Ceramic,2.83,None,Retail take-back,Eco-Friendly Disposal,Disposed,Thermal,Yes,Medium,6.79
EW_00798,Germany,2020,Bavaria,Frankfurt,Mobile Phone,Motorola,Motorola 1490,8,Non-working,Metal,0.14,Brominated Flame Retardants,Drop-off center,Eco-Friendly Disposal,Recycled,Hydrometallurgical,No,Medium,0.5
EW_00799,Brazil,2023,Minas Gerais,SÃ£o Paulo,Smart Mirror,Dell,Dell 7324,6,Non-working,Ceramic,2.5,Mercury,Municipal collection,Global Recycling Solutions,Recycled,Mechanical,Yes,Medium,6
EW_00800,Canada,2023,Quebec,Calgary,Smart Smoke Detector,Xiaomi,Xiaomi 5102,5,Obsolete,Glass,0.37,Cadmium,Pick-up service,EcoRecyclers Inc.,Recycled,Hydrometallurgical,No,Low,0.81
EW_00801,France,2022,ÃŽle-de-France,Toulouse,Router,LG,LG 6559,2,Damaged,Glass,0.43,Lead,Retail take-back,Eco-Friendly Disposal,Pending,Hydrometallurgical,No,Medium,1.29
EW_00802,Germany,2022,North Rhine-Westphalia,Cologne,Printer,Lenovo,Lenovo 2380,10,Damaged,Mixed,3.62,Mercury,Drop-off center,Sustainable Materials Recovery,In Progress,Pyrometallurgical,No,Medium,10.86
EW_00803,USA,2024,New York,Los Angeles,Monitor,OnePlus,OnePlus 8385,2,Repairable,Mixed,2.84,None,Retail take-back,GreenTech Recycle,Disposed,Chemical,Yes,Low,5.68
EW_00804,Germany,2020,North Rhine-Westphalia,Hamburg,Television,OnePlus,OnePlus 4225,4,Non-working,Glass,17.13,Brominated Flame Retardants,Retail take-back,EcoTech Recycling,In Progress,Chemical,Yes,High,82.22
EW_00805,UK,2024,Manchester,Manchester,Smartwatch,Vivo,Vivo 6613,9,Non-working,Plastic,0.09,Brominated Flame Retardants,Municipal collection,Sustainable Electronics,In Progress,Thermal,No,Low,0.22
EW_00806,Brazil,2022,Bahia,SÃ£o Paulo,GPS Device,Vivo,Vivo 9208,1,Obsolete,Rubber,0.34,Brominated Flame Retardants,Municipal collection,Green Future Recycling,Disposed,Chemical,Yes,Low,0.75
EW_00807,India,2024,Karnataka,Kolkata,Smart Door Sensor,Razer,Razer 1410,2,Damaged,Glass,0.12,Mercury,Pick-up service,Global Recycling Solutions,Recycled,Mechanical,Yes,Medium,0.36
EW_00808,France,2020,Provence-Alpes-CÃ´te d'Azur,Bordeaux,Smart Plug,Amazon,Amazon 9892,1,Damaged,Rubber,0.18,Mercury,Pick-up service,GreenTech Recycle,In Progress,Thermal,Yes,Medium,0.54
EW_00809,Japan,2021,Fukuoka,Yokohama,Charger,Xiaomi,Xiaomi 4464,4,Repairable,Metal,0.18,None,Pick-up service,Green Future Recycling,Recycled,Hydrometallurgical,No,Low,0.36
EW_00810,Australia,2024,New South Wales,Melbourne,Smart Refrigerator,Acer,Acer 6135,9,Obsolete,Ceramic,86.3,None,Retail take-back,Sustainable Materials Recovery,Disposed,Hydrometallurgical,Yes,High,379.72
EW_00811,India,2020,Karnataka,Kolkata,Smart Lock,Oppo,Oppo 1489,1,Non-working,Ceramic,0.33,Lead,Municipal collection,Green Earth Recycling,Disposed,Mechanical,Yes,Low,0.79
EW_00812,China,2023,Beijing,Chengdu,Television,Apple,Apple 1288,10,Obsolete,Ceramic,24.71,None,Retail take-back,Eco-Friendly Disposal,In Progress,Pyrometallurgical,No,High,108.72
EW_00813,China,2020,Beijing,Shenzhen,Desktop Computer,Apple,Apple 8946,2,Working,Glass,5.72,None,Retail take-back,Green Future Recycling,In Progress,Chemical,No,Medium,22.88
EW_00814,Australia,2022,Western Australia,Sydney,Headphones,Fujitsu,Fujitsu 6568,7,Damaged,Glass,0.28,Lead,Drop-off center,Green Future Recycling,Disposed,Thermal,Yes,Medium,0.84
EW_00815,USA,2021,Texas,Los Angeles,Headphones,Acer,Acer 1341,3,Repairable,Rubber,0.27,None,Retail take-back,GreenTech Recycle,In Progress,Hydrometallurgical,Yes,Low,0.54
EW_00816,France,2023,Auvergne-RhÃ´ne-Alpes,Paris,Smart Oven,Asus,Asus 9721,9,Non-working,Metal,25.58,Cadmium,Municipal collection,EcoTech Recycling,Disposed,Mechanical,Yes,Medium,61.39
EW_00817,Brazil,2020,Bahia,Curitiba,Printer,Xiaomi,Xiaomi 6302,9,Damaged,Metal,3.99,Cadmium,Pick-up service,Sustainable Materials Recovery,Pending,Chemical,No,Medium,11.97
EW_00818,USA,2020,Florida,Los Angeles,Smart Scale,Samsung,Samsung 8538,10,Damaged,Plastic,0.45,None,Municipal collection,Sustainable Waste Management,Disposed,Pyrometallurgical,No,Medium,1.35
EW_00819,UK,2024,Liverpool,London,Smart Plug,Lenovo,Lenovo 1341,4,Repairable,Glass,0.15,Mercury,Retail take-back,EcoTech Recycling,Pending,Pyrometallurgical,Yes,Low,0.3
EW_00820,Japan,2024,Fukuoka,Osaka,Desktop Computer,Fujitsu,Fujitsu 5690,9,Damaged,Ceramic,7.5,Lead,Municipal collection,Sustainable Electronics,Pending,Pyrometallurgical,Yes,High,45
EW_00821,France,2020,Auvergne-RhÃ´ne-Alpes,Marseille,Television,Toshiba,Toshiba 6293,8,Working,Mixed,29.46,None,Pick-up service,Sustainable Waste Management,In Progress,Pyrometallurgical,No,Medium,117.84
EW_00822,India,2020,Maharashtra,Chennai,Tablet,Samsung,Samsung 4232,7,Obsolete,Mixed,0.52,Lead,Municipal collection,GreenTech Recycle,In Progress,Chemical,Yes,Low,1.72
EW_00823,Canada,2021,British Columbia,Vancouver,Smart Plug,Amazon,Amazon 6307,6,Repairable,Mixed,0.25,Brominated Flame Retardants,Municipal collection,GreenTech Recycle,Pending,Pyrometallurgical,Yes,Low,0.5
EW_00824,Australia,2020,South Australia,Brisbane,Smart Oven,ZTE,ZTE 6498,5,Obsolete,Plastic,31.14,Brominated Flame Retardants,Retail take-back,Sustainable Materials Recovery,Recycled,Thermal,Yes,Medium,68.51
EW_00825,France,2022,Nouvelle-Aquitaine,Bordeaux,Keyboard,Acer,Acer 1421,2,Obsolete,Glass,0.57,None,Drop-off center,EcoRecyclers Inc.,In Progress,Hydrometallurgical,No,Low,1.25
EW_00826,Canada,2021,Ontario,Edmonton,Headphones,Lenovo,Lenovo 2670,7,Obsolete,Glass,0.44,Mercury,Retail take-back,Eco-Friendly Disposal,In Progress,Hydrometallurgical,No,Low,0.97
EW_00827,Australia,2022,Western Australia,Brisbane,Calculator,Vivo,Vivo 9987,4,Non-working,Rubber,0.25,None,Retail take-back,Green Future Recycling,Disposed,Chemical,Yes,Low,0.6
EW_00828,Germany,2021,North Rhine-Westphalia,Munich,VR Headset,MSI,MSI 8699,10,Non-working,Ceramic,0.95,Brominated Flame Retardants,Drop-off center,EcoTech Recycling,Disposed,Chemical,Yes,Low,2.28
EW_00829,France,2023,Provence-Alpes-CÃ´te d'Azur,Toulouse,Calculator,Acer,Acer 9174,6,Repairable,Plastic,0.23,Lead,Municipal collection,Sustainable Electronics,Pending,Pyrometallurgical,No,Low,0.46
EW_00830,Brazil,2021,Minas Gerais,Rio de Janeiro,VR Headset,Gateway,Gateway 8966,9,Damaged,Metal,0.68,Mercury,Drop-off center,Green Future Recycling,Recycled,Mechanical,No,Medium,2.04
EW_00831,Canada,2024,Manitoba,Calgary,Smart Door Sensor,Apple,Apple 8372,9,Obsolete,Metal,0.3,Lead,Retail take-back,Green Future Recycling,Pending,Thermal,No,Low,0.66
EW_00832,France,2021,ÃŽle-de-France,Lyon,Power Bank,Gateway,Gateway 7415,5,Working,Rubber,0.3,Mercury,Retail take-back,Sustainable Electronics,In Progress,Hydrometallurgical,No,Low,0.6
EW_00833,France,2020,Provence-Alpes-CÃ´te d'Azur,Paris,Mobile Phone,MSI,MSI 9576,3,Obsolete,Glass,0.13,Lead,Drop-off center,Sustainable Electronics,In Progress,Thermal,Yes,Low,0.43
EW_00834,Brazil,2021,SÃ£o Paulo,Rio de Janeiro,Laptop,Panasonic,Panasonic 7216,9,Non-working,Mixed,2.44,Mercury,Retail take-back,Sustainable Waste Management,In Progress,Hydrometallurgical,Yes,Medium,8.78
EW_00835,Australia,2024,Western Australia,Melbourne,CD/DVD Player,MSI,MSI 5971,4,Obsolete,Ceramic,1.01,Brominated Flame Retardants,Drop-off center,Green Future Recycling,Disposed,Thermal,Yes,Low,2.22
EW_00836,USA,2022,Florida,Phoenix,Smart Light Bulb,Fujitsu,Fujitsu 3132,9,Repairable,Mixed,0.21,Mercury,Pick-up service,EcoTech Recycling,Pending,Hydrometallurgical,No,Low,0.42
EW_00837,Brazil,2020,SÃ£o Paulo,Salvador,Security Camera,Toshiba,Toshiba 9357,1,Obsolete,Ceramic,0.39,Mercury,Pick-up service,EcoRecyclers Inc.,Recycled,Mechanical,No,Low,0.86
EW_00838,Australia,2020,Queensland,Brisbane,Scanner,Amazon,Amazon 3813,3,Repairable,Plastic,3.39,Mercury,Municipal collection,EcoTech Recycling,Pending,Chemical,No,Low,6.78
EW_00839,USA,2021,New York,Phoenix,Smart Sprinkler Controller,Xiaomi,Xiaomi 8644,6,Non-working,Rubber,0.55,Cadmium,Municipal collection,EcoRecyclers Inc.,In Progress,Chemical,Yes,Low,1.32
EW_00840,Germany,2022,Hamburg,Hamburg,Calculator,Amazon,Amazon 8874,2,Damaged,Plastic,0.17,Mercury,Municipal collection,Global Recycling Solutions,Recycled,Thermal,No,Medium,0.51
EW_00841,UK,2021,London,Liverpool,Printer,Microsoft,Microsoft 3515,5,Obsolete,Glass,6.26,Lead,Drop-off center,Green Future Recycling,Disposed,Hydrometallurgical,No,Medium,13.77
EW_00842,Australia,2021,South Australia,Perth,Charger,Lenovo,Lenovo 9362,5,Working,Plastic,0.26,None,Pick-up service,Sustainable Waste Management,Recycled,Thermal,Yes,Low,0.52
EW_00843,Japan,2022,Fukuoka,Sapporo,Digital Clock,Sony,Sony 6744,5,Repairable,Rubber,0.17,Cadmium,Drop-off center,Green Earth Recycling,In Progress,Hydrometallurgical,Yes,Low,0.34
EW_00844,China,2020,Beijing,Shenzhen,Keyboard,Microsoft,Microsoft 7141,9,Repairable,Rubber,0.92,Lead,Pick-up service,Global Recycling Solutions,Recycled,Mechanical,No,Low,1.84
EW_00845,China,2021,Beijing,Guangzhou,Drone,Amazon,Amazon 8636,5,Working,Glass,1.29,Lead,Retail take-back,Eco-Friendly Disposal,In Progress,Pyrometallurgical,Yes,Low,2.58
EW_00846,Japan,2020,Tokyo,Nagoya,Charger,Acer,Acer 2696,4,Obsolete,Rubber,0.14,None,Retail take-back,EcoRecyclers Inc.,In Progress,Thermal,Yes,Low,0.31
EW_00847,Brazil,2024,Minas Gerais,SÃ£o Paulo,Smartwatch,OnePlus,OnePlus 2064,3,Obsolete,Plastic,0.13,Mercury,Municipal collection,Global Recycling Solutions,Pending,Thermal,Yes,Low,0.29
EW_00848,Japan,2022,Aichi,Tokyo,Desktop Computer,Panasonic,Panasonic 1282,5,Obsolete,Rubber,7.57,Mercury,Retail take-back,Sustainable Electronics,In Progress,Pyrometallurgical,Yes,High,33.31
EW_00849,Brazil,2023,Minas Gerais,Salvador,Radio,Toshiba,Toshiba 4000,1,Repairable,Plastic,0.91,Brominated Flame Retardants,Pick-up service,Green Earth Recycling,In Progress,Chemical,No,Low,1.82
EW_00850,Brazil,2022,Rio de Janeiro,Rio de Janeiro,Headphones,MSI,MSI 2804,6,Repairable,Plastic,0.47,None,Municipal collection,Sustainable Materials Recovery,Disposed,Hydrometallurgical,No,Low,0.94
EW_00851,UK,2024,Manchester,Glasgow,GPS Device,Samsung,Samsung 4325,1,Working,Plastic,0.33,Cadmium,Municipal collection,Sustainable Waste Management,In Progress,Thermal,Yes,Low,0.66
EW_00852,Germany,2022,Bavaria,Munich,External Hard Drive,Apple,Apple 4578,10,Damaged,Mixed,0.68,Cadmium,Retail take-back,Sustainable Electronics,Recycled,Thermal,No,Medium,2.04
EW_00853,USA,2023,New York,New York,USB Drive,Asus,Asus 2026,3,Repairable,Ceramic,0.09,Cadmium,Pick-up service,Eco-Friendly Disposal,Pending,Hydrometallurgical,Yes,Low,0.18
EW_00854,China,2022,Guangdong,Chengdu,Smart Mirror,Amazon,Amazon 2464,6,Damaged,Glass,1.33,Brominated Flame Retardants,Drop-off center,Green Future Recycling,Pending,Chemical,No,Medium,3.99
EW_00855,Canada,2020,Ontario,Toronto,Power Bank,Samsung,Samsung 9795,4,Repairable,Mixed,0.32,Mercury,Municipal collection,Green Earth Recycling,Disposed,Hydrometallurgical,No,Low,0.64
EW_00856,Australia,2023,New South Wales,Melbourne,Power Bank,Fujitsu,Fujitsu 4253,10,Damaged,Glass,0.46,None,Municipal collection,Eco-Friendly Disposal,Disposed,Chemical,No,Medium,1.38
EW_00857,Japan,2021,Aichi,Nagoya,Tablet,Toshiba,Toshiba 4206,1,Damaged,Rubber,0.53,Lead,Retail take-back,Sustainable Waste Management,In Progress,Hydrometallurgical,Yes,Medium,2.39
EW_00858,Australia,2021,Queensland,Adelaide,Smart Oven,HTC,HTC 1760,2,Damaged,Plastic,38.87,Lead,Municipal collection,Sustainable Materials Recovery,Recycled,Thermal,No,High,116.61
EW_00859,Japan,2021,Aichi,Tokyo,Smart Home Device,Lenovo,Lenovo 7354,1,Repairable,Mixed,0.33,Mercury,Pick-up service,Green Future Recycling,Pending,Mechanical,No,Low,0.66
EW_00860,China,2023,Shanghai,Shanghai,USB Drive,Toshiba,Toshiba 8876,8,Non-working,Rubber,0.11,Brominated Flame Retardants,Pick-up service,Eco-Friendly Disposal,Pending,Hydrometallurgical,Yes,Low,0.26
EW_00861,China,2022,Sichuan,Shanghai,Camera,BlackBerry,BlackBerry 6547,1,Non-working,Plastic,0.89,None,Municipal collection,EcoTech Recycling,Disposed,Pyrometallurgical,No,Low,2.14
EW_00862,Brazil,2020,Minas Gerais,Rio de Janeiro,Game Console,BlackBerry,BlackBerry 9208,6,Damaged,Metal,1.68,Brominated Flame Retardants,Retail take-back,Global Recycling Solutions,Disposed,Pyrometallurgical,Yes,Medium,5.04
EW_00863,Brazil,2020,Rio de Janeiro,Curitiba,Digital Clock,Apple,Apple 4737,2,Damaged,Rubber,0.25,Lead,Drop-off center,Green Future Recycling,In Progress,Hydrometallurgical,No,Medium,0.75
EW_00864,France,2020,Nouvelle-Aquitaine,Lyon,Tablet,Sony,Sony 9138,2,Damaged,Plastic,0.53,Lead,Retail take-back,EcoRecyclers Inc.,Pending,Pyrometallurgical,Yes,Medium,2.39
EW_00865,USA,2021,Florida,New York,Tablet,Toshiba,Toshiba 1856,8,Working,Plastic,0.47,Cadmium,Pick-up service,GreenTech Recycle,Disposed,Thermal,Yes,Low,1.41
EW_00866,UK,2020,Manchester,Liverpool,Smart Doorbell,Xiaomi,Xiaomi 9699,2,Damaged,Rubber,0.4,Mercury,Drop-off center,Eco-Friendly Disposal,Pending,Chemical,No,Medium,1.2
EW_00867,Japan,2021,Hokkaido,Tokyo,Security Camera,Google,Google 6859,6,Repairable,Glass,0.58,Cadmium,Drop-off center,Green Earth Recycling,Disposed,Mechanical,Yes,Low,1.16
EW_00868,Canada,2020,British Columbia,Vancouver,Fax Machine,Nokia,Nokia 8010,3,Obsolete,Metal,5.68,Lead,Retail take-back,Sustainable Materials Recovery,Recycled,Hydrometallurgical,No,Medium,12.5
EW_00869,Brazil,2021,SÃ£o Paulo,SÃ£o Paulo,Smart Window Blinds,Gateway,Gateway 9468,1,Non-working,Metal,1.37,Lead,Drop-off center,EcoTech Recycling,Disposed,Pyrometallurgical,Yes,Low,3.29
EW_00870,UK,2020,Manchester,Glasgow,Television,Motorola,Motorola 9203,2,Working,Rubber,18.55,Brominated Flame Retardants,Drop-off center,EcoRecyclers Inc.,Recycled,Chemical,Yes,Medium,74.2
EW_00871,USA,2022,Illinois,Chicago,Power Bank,Gateway,Gateway 5820,4,Obsolete,Rubber,0.29,Lead,Retail take-back,EcoRecyclers Inc.,Pending,Chemical,No,Low,0.64
EW_00872,Germany,2023,Bavaria,Frankfurt,GPS Device,BlackBerry,BlackBerry 1223,2,Working,Glass,0.23,Lead,Retail take-back,GreenTech Recycle,In Progress,Pyrometallurgical,Yes,Low,0.46
EW_00873,India,2024,Gujarat,Chennai,Calculator,Oppo,Oppo 5255,10,Working,Rubber,0.14,Lead,Pick-up service,EcoTech Recycling,In Progress,Thermal,No,Low,0.28
EW_00874,China,2024,Guangdong,Chengdu,Monitor,BlackBerry,BlackBerry 6721,7,Repairable,Rubber,3.27,Lead,Municipal collection,EcoTech Recycling,Disposed,Pyrometallurgical,Yes,Low,6.54
EW_00875,China,2022,Zhejiang,Beijing,Drone,Huawei,Huawei 7684,2,Obsolete,Plastic,0.59,Mercury,Pick-up service,Global Recycling Solutions,Disposed,Thermal,Yes,Low,1.3
EW_00876,India,2023,Delhi,Kolkata,External Hard Drive,Motorola,Motorola 5411,10,Damaged,Ceramic,0.59,Lead,Pick-up service,EcoTech Recycling,Pending,Mechanical,Yes,Medium,1.77
EW_00877,USA,2023,Texas,New York,Printer,Oppo,Oppo 3307,4,Non-working,Metal,6.13,Cadmium,Drop-off center,EcoTech Recycling,Pending,Chemical,Yes,Medium,14.71
EW_00878,China,2022,Shanghai,Chengdu,Smart Home Device,LG,LG 6637,1,Damaged,Plastic,0.44,Mercury,Retail take-back,GreenTech Recycle,Disposed,Pyrometallurgical,Yes,Medium,1.32
EW_00879,India,2022,Tamil Nadu,Bangalore,Smart Light Bulb,Xiaomi,Xiaomi 4873,6,Working,Rubber,0.26,Brominated Flame Retardants,Pick-up service,EcoTech Recycling,Pending,Hydrometallurgical,No,Low,0.52
EW_00880,India,2024,Maharashtra,Delhi,Camera,Amazon,Amazon 4483,5,Working,Rubber,1.22,None,Pick-up service,Green Earth Recycling,Pending,Mechanical,Yes,Low,2.44
